bank,date,novelty,n_added,dict_dh,dict_redline,rob_dh,rob_redline,rob_disp,r2,r5,r10,r30,src,alpha_r2,alpha_r5,alpha_r10,alpha_r30
ECB,2018-10-25,0.4772727272727273,21,-0.022751450676982587,-0.0433531746031746,0.12738763379041773,0.28045386980167153,0.6842831376655012,2.0000000000000018,4.0000000000000036,4.0000000000000036,2.0000000000000018,daily,1.1744118689744918,1.1765714607699758,0.8284578991860814,0.30427762720939877
FOMC,2018-11-08,0.3125,5,-0.078125,-0.25,-0.11612752807468496,-0.3716084471874638,0.4999355082089576,0.41999999999999,0.6899999999999901,0.7399999999999599,0.21500000000003,usmpd,-1.3626299944680154,-1.5102874717850459,-0.7335565537689241,0.14370306720972664
ECB,2018-12-13,0.7083333333333333,34,-0.008491161616161619,-0.009934640522875793,-0.22558080504676112,-0.34536252055920924,0.727138353996491,-2.0000000000000018,-2.0000000000000018,0.0,1.000000000000023,daily,-2.488463311082062,-2.718044537604793,-1.4841175194201643,0.02257443995971728
FOMC,2018-12-19,0.4375,7,0.03125,0.07142857142857142,0.06237598872530725,0.14257367117638103,0.5355349521607746,-0.30999999999998,-1.18,-2.50000000000003,-3.01999999999997,usmpd,0.5220807030035175,0.5182948520043605,0.4834970181781195,0.31286014467588646
ECB,2019-01-24,0.5833333333333333,21,-0.008217592592592582,-0.025180375180375192,-0.06533606528627287,-0.11695001507140151,0.7358614839179936,-2.0000000000000018,-4.0000000000000036,-3.999999999999959,-2.9999999999999805,daily,-0.7974732752148546,-0.8835912878089012,-0.34393475068830065,0.21464753251308272
FOMC,2019-01-30,0.5625,9,-0.03125,-0.05555555555555555,-0.08495768827515349,-0.15103573362689027,0.4700852961538556,-3.83,-3.35,-1.79,0.85000000000001,usmpd,-0.9797847360623089,-1.1053182917673676,-0.4923417159619045,0.16097488068423113
ECB,2019-03-07,0.8333333333333334,45,0.02685185185185182,0.04543209876543211,0.038798169049995425,0.07597834688683551,0.7228211390470288,-4.999999999999982,-5.000000000000027,-4.999999999999982,-3.000000000000025,daily,0.3109520665450141,0.28192413258210486,0.34313514608439344,0.2895281389958071
FOMC,2019-03-20,0.375,6,-0.06770833333333331,-0.18055555555555552,-0.21592995123683068,-0.575812621357424,0.49483711152336524,-5.98999999999998,-7.0699999999999905,-4.479999999999991,-2.37999999999996,usmpd,-2.2342050941128995,-2.4155128480467756,-1.2470815663667878,0.1593435492375875
ECB,2019-04-10,0.6976744186046512,30,-0.002540913006029266,-0.006490514905149042,-0.07764480315612912,-0.133204124234334,0.705299811972384,-4.0000000000000036,-3.000000000000025,-2.9999999999999805,-2.0000000000000018,daily,-0.9035114119792845,-1.0288222930978836,-0.43195796106623713,0.19788900499232664
FOMC,2019-05-01,0.4,6,0.07916666666666666,0.17857142857142855,0.11289192944526197,0.2760497821786668,0.5313758671211904,-4.63,-3.66000000000004,-2.15,-0.54000000000002,usmpd,1.1216346862123767,1.1326589124571347,0.8299358779565311,0.33410901919216635
ECB,2019-06-06,0.8076923076923077,42,0.003324388789505084,0.006204906204906185,0.14179884986163632,0.17989013537134785,0.7077335913296968,4.999999999999982,1.9999999999999796,0.0,-0.9999999999999787,daily,1.2663235251142706,1.371497999018762,0.99458109182992,0.3698085816078939
FOMC,2019-06-19,0.625,10,-0.07395833333333335,-0.11388888888888889,-0.16804418213690345,-0.2715522259305645,0.5931429386494141,-7.57000000000001,-5.949999999999981,-3.9699999999999798,-2.30999999999999,usmpd,-1.7298574851945923,-1.9540900215927042,-0.9769317941570957,0.1655664559398367
ECB,2019-07-25,0.7173913043478262,33,-0.0001393534002229746,-0.005905205905205879,-0.07501853125008026,-0.1099618502215771,0.77932350180057,3.0000000000000027,3.0000000000000027,3.000000000000025,2.0000000000000018,daily,-0.9503820829306319,-1.0629679038352449,-0.4783298905752057,0.15732776138595522
FOMC,2019-07-31,0.6111111111111112,11,0.05729166666666667,0.11026936026936028,0.11760356144537178,0.19037803654153856,0.582501764492637,2.5000000000000098,0.16999999999999998,-1.0399999999999698,-2.3800000000000003,usmpd,1.064965363984429,1.1297912096955325,0.8460919061274986,0.36681452578840384
ECB,2019-09-12,0.8135593220338984,48,-0.049263080324244674,-0.05718253968253967,-0.04721837010275805,-0.048540803830079915,0.7520303999168134,4.0000000000000036,4.999999999999982,4.0000000000000036,0.0,daily,-0.6596670624254232,-0.759986529697473,-0.2958230035170337,0.1995801663552811
FOMC,2019-09-18,0.4117647058823529,7,-0.009803921568627444,-0.04464285714285714,-0.031340590437216605,-0.08377239422432986,0.6376016472165794,4.11000000000001,2.83999999999999,2.00499999999999,0.79000000000002,usmpd,-0.4909813654605486,-0.5617501086440417,-0.17278112316092795,0.20581930312567315
FOMC,2019-10-11,1.0,15,-0.3824183006535948,-0.3824183006535948,0.12822941648973582,0.12822941648973582,0.5057457780112488,9.999999999999986,11.00000000000001,9.000000000000007,6.000000000000005,daily,1.0463281971607699,1.0659461220149926,0.7481016902181925,0.2362871781953857
ECB,2019-10-24,0.6666666666666667,30,-0.004344005021971076,-0.01719696969696971,0.05973928557461422,0.12539787483258283,0.7689778322805375,0.0,0.0,0.0,0.9999999999999787,daily,0.49155301244713423,0.47782480751501943,0.44298153493890197,0.27392308133877447
FOMC,2019-10-30,1.0,17,0.39712418300653596,0.39712418300653596,-0.11790600999343487,-0.11790600999343487,0.5445511539026828,1.6,1.1400000000000001,-0.34999999999998,-1.01999999999997,usmpd,-1.4005195796288503,-1.53803326343405,-0.7284912745091463,0.1618577363558105
FOMC,2019-12-11,0.4,6,0.04509803921568627,0.10416666666666666,0.05328616239729693,0.11608176562125058,0.5130878320234308,-0.8099999999999901,-0.74500000000001,-0.16999999999998,0.34999999999998,usmpd,0.43082327111106794,0.4118208866788534,0.40168103562839225,0.2747934018558895
ECB,2019-12-12,0.6851851851851851,37,0.06222222222222221,0.12023809523809528,0.09317731614123827,0.1330677693322146,0.7551509168239701,4.999999999999982,9.000000000000007,10.999999999999988,8.999999999999986,daily,0.7828360211440027,0.7448237417411618,0.531481657625362,0.2001129447119038
ECB,2020-01-23,0.5660377358490566,30,-0.061390635918937814,-0.11112903225806448,-0.07625302259103642,-0.13650663871244872,0.7369268510831414,-2.0000000000000018,-2.0000000000000018,-3.0000000000000027,-4.0000000000000036,daily,-0.910621141135406,-1.0241258860400644,-0.42311040786007637,0.21993774004854763
FOMC,2020-01-29,0.4117647058823529,7,-0.05490196078431371,-0.12380952380952381,-0.04787070607785341,-0.18785312692364514,0.5341543453464831,0.2,-0.33,-0.8599999999999899,-0.5399999999999799,usmpd,-0.6348882245726479,-0.7229330158478182,-0.2596493815952584,0.20359705440863995
FOMC,2020-03-03,0.5454545454545454,6,-0.12388591800356508,-0.19444444444444445,-0.19262118759019708,-0.3609168348023862,0.45062349189245704,-10.08,-5.5699999999999905,-3.25999999999999,-1.65999999999999,usmpd,-1.8812505657534477,-2.224072101262,-1.1475864674026872,0.13998145238238158
ECB,2020-03-12,0.9130434782608696,42,0.00603636860814874,0.007029478458049854,-0.30075812401450785,-0.326400693270499,0.5940173104946374,0.0,0.0,6.000000000000005,18.999999999999993,daily,-3.4683784271355527,-3.762262444348729,-2.4538328089433135,-1.282390823903541
FOMC,2020-03-15,0.8484848484848485,28,0.025252525252525256,0.05952380952380952,0.06927004167951192,0.2199719788859511,0.6136123975231154,-0.2,-2.21999999999999,-1.29,-0.9199999999999869,usmpd,0.5936095281281425,0.6066010127115664,0.5188562257663806,0.29956242163131297
FOMC,2020-03-23,0.782608695652174,18,-0.2189284145805885,-0.28174603174603174,-0.09783751840726734,-0.13909007878207796,0.3680738578546969,-2.41,-5.25999999999999,-8.86,-10.55999999999999,usmpd,-1.1292579641809875,-1.221712735519705,-0.48345433545617106,0.2987815315873855
FOMC,2020-03-31,0.9090909090909091,10,0.10276679841897235,0.1,0.14340569749618895,0.1446644603672956,0.28511822795370456,-0.2,-0.15999999999998998,0.15999999999998998,0.11000000000001,usmpd,1.3848528039704762,1.4321146792266697,1.0024241104665326,0.3495599861168272
FOMC,2020-04-29,1.0,20,0.07803030303030303,0.07803030303030303,-0.20866950194259434,-0.20866950194259434,0.4447720793094759,0.2,1.26999999999999,1.58,1.7500000000000002,usmpd,-2.382400451399997,-2.6359746727833238,-1.4183889666598697,0.014222001215432822
ECB,2020-04-30,0.9393939393939394,61,-0.02023495827843655,-0.02552978808476608,-0.09691200668792549,-0.09965757023837901,0.641110202798535,0.0,0.0,1.0000000000000009,4.0000000000000036,daily,-1.1508604831797598,-1.2798124034647758,-0.6058122233375984,0.10994260820317282
ECB,2020-06-04,0.8253968253968254,52,-0.009331409331409302,-0.012639860139860154,-0.05284710775948981,-0.06391073268384317,0.6552732530827012,0.0,2.0000000000000018,4.999999999999993,5.000000000000004,daily,-0.6854355907736138,-0.7989595173636762,-0.3431844880555242,0.1518401023627165
FOMC,2020-06-10,0.25,5,-0.025,-0.1,-0.03841892509335593,-0.15367580158199418,0.46819235840315626,-0.98999999999999,-1.7500000000000002,-0.57499999999999,1.49999999999999,usmpd,-0.526413811216918,-0.6059738829662691,-0.19990794091530065,0.1945690107541341
ECB,2020-07-16,0.7727272727272727,50,0.057311207311207285,0.07690780141843973,0.14981696529460048,0.2057190018433841,0.6696402099300524,0.0,0.0,-2.0000000000000018,-2.0000000000000018,daily,1.450367515076559,1.5032264912102806,1.0914501345091205,0.39907262198455506
FOMC,2020-07-29,0.19047619047619047,4,0.003968253968253968,0.04166666666666666,0.023534190197443405,0.20399470965033595,0.4533297355629687,-0.29499999999999,-0.9450000000000001,-0.98,-0.59499999999999,usmpd,0.11489681995436582,0.07938403822905926,0.21075257362496316,0.2585615552271624
FOMC,2020-08-27,1.0,15,-0.020634920634920645,-0.020634920634920645,0.255315440799937,0.255315440799937,0.24252079612280714,-0.3,-0.47999999999999,-0.98,-1.02999999999999,usmpd,2.6522973136067307,2.795811434758174,1.8505973888882359,0.5030771278702517
ECB,2020-09-10,0.6212121212121212,41,0.017424242424242425,0.02804878048780489,0.07988926514504288,0.12860235108294032,0.6094640249257559,0.0,-2.0000000000000018,-2.9999999999999916,-2.0000000000000018,daily,0.7034613810120499,0.7260156528078975,0.6092133467409538,0.32065412526093406
FOMC,2020-09-16,1.0,22,-0.006060606060606044,-0.006060606060606044,-0.30105939129244885,-0.30105939129244885,0.46141511691834736,-0.2,0.07999999999999,0.98,1.81,usmpd,-3.458578627639015,-3.771704075923875,-2.116805904759711,-0.12030833027363533
ECB,2020-10-29,0.734375,47,-0.048350694444444425,-0.06317846287451151,-0.07363685160375458,-0.10070233328749201,0.6855390413191427,0.0,3.9999999999999982,5.999999999999995,6.000000000000005,daily,-0.9042601789768632,-1.0573365104778143,-0.4998854838243007,0.11712665430547642
FOMC,2020-11-05,0.2857142857142857,6,-0.005050505050505041,-0.027777777777777762,-0.02054480655328028,-0.07723912133657168,0.4687565623117715,-0.4,0.15999999999998998,0.32999999999998997,0.2,usmpd,-0.344399898925056,-0.42079190807452493,-0.08891872950222837,0.21863292063773088
ECB,2020-12-10,0.9024390243902439,74,0.03215828252032521,0.03345398970398969,0.06339914209016989,0.07593529990360531,0.6752931739944787,-1.9999999999999991,-1.9999999999999962,-2.9999999999999916,-4.0000000000000036,daily,0.5485493192239755,0.5374983752167237,0.4951309148468052,0.3230250922270998
